ReviewID,DestinationID,UserID,Rating,ReviewText
863,779,160,4,Incredible monument!
864,781,391,4,Loved the scenery!
865,778,929,3,Loved every moment!
866,551,157,5,A historical wonder
867,264,390,4,Breathtaking views!
868,465,291,4,Highly recommended!
869,621,493,1,Must visit place!
870,140,733,4,Amazing experience!
871,159,939,2,Incredible monument!
872,14,883,5,Must visit place!
873,504,415,4,Truly unforgettable!
874,994,761,3,Truly unforgettable!
875,502,316,5,Loved the scenery!
876,419,907,1,Loved the scenery!
877,395,955,5,A historical wonder
878,199,782,4,Breathtaking views!
879,790,936,3,Highly recommended!
880,727,501,3,Incredible monument!
881,667,395,4,Amazing experience!
882,249,490,1,Must visit place!
883,647,724,1,A historical wonder
884,268,620,4,A historical wonder
885,261,254,5,Loved every moment!
886,975,679,2,Incredible monument!
887,120,790,1,Truly unforgettable!
888,408,724,5,Loved the scenery!
889,531,932,2,Truly unforgettable!
890,170,850,4,Breathtaking views!
891,709,310,5,Highly recommended!
892,675,908,4,Loved every moment!
893,316,752,4,Loved the scenery!
894,112,652,5,Must visit place!
895,834,147,3,Amazing experience!
896,953,767,4,Breathtaking views!
897,7,173,4,Incredible monument!
898,100,72,4,Highly recommended!
899,427,671,3,Truly unforgettable!
900,175,181,3,A historical wonder
901,721,138,2,Beautiful location!
902,187,515,1,Beautiful location!
903,581,834,2,A historical wonder
904,206,61,2,Amazing experience!
905,266,924,4,Beautiful location!
906,642,935,5,Loved the scenery!
907,890,652,2,Loved the scenery!
908,301,88,4,Loved the scenery!
909,284,66,3,Incredible monument!
910,600,241,4,Beautiful location!
911,689,779,1,Incredible monument!
912,63,273,1,Loved every moment!
913,809,43,1,Amazing experience!
914,535,811,1,Truly unforgettable!
915,618,533,3,Beautiful location!
916,485,776,3,Loved every moment!
917,440,345,3,Must visit place!
918,323,837,2,Must visit place!
919,682,409,4,Loved every moment!
920,59,999,3,Must visit place!
921,826,103,1,Beautiful location!
922,892,716,4,A historical wonder
923,27,617,1,Highly recommended!
924,287,974,2,Must visit place!
925,463,634,4,Highly recommended!
926,424,677,2,Incredible monument!
927,654,981,3,Incredible monument!
928,649,369,1,Must visit place!
929,695,455,2,Loved every moment!
930,497,410,5,Loved the scenery!
931,357,439,4,Loved the scenery!
932,752,395,3,Loved every moment!
933,200,730,2,Highly recommended!
934,898,586,5,Incredible monument!
935,131,510,1,Breathtaking views!
936,853,690,5,Beautiful location!
937,173,918,4,Loved the scenery!
938,494,679,5,Amazing experience!
939,250,217,2,Loved the scenery!
940,109,446,1,A historical wonder
941,952,952,3,Truly unforgettable!
942,785,288,2,Breathtaking views!
943,682,488,1,A historical wonder
944,945,548,4,Loved the scenery!
945,815,709,3,Amazing experience!
946,955,590,5,Loved the scenery!
947,660,352,4,Truly unforgettable!
948,670,658,5,Truly unforgettable!
949,828,239,2,Breathtaking views!
950,119,298,1,Loved the scenery!
951,92,349,5,Amazing experience!
952,763,965,1,Loved every moment!
953,377,131,3,Truly unforgettable!
954,591,755,1,Breathtaking views!
955,64,605,5,Amazing experience!
956,868,398,4,Must visit place!
957,790,374,2,Highly recommended!
958,680,617,5,Amazing experience!
959,110,405,1,Highly recommended!
960,873,472,3,A historical wonder
961,836,966,3,Amazing experience!
962,512,697,4,A historical wonder
963,616,291,2,Incredible monument!
964,614,328,3,Highly recommended!
965,706,127,3,Loved every moment!
966,490,647,2,Beautiful location!
967,299,722,4,Incredible monument!
968,830,342,2,Amazing experience!
969,869,751,2,Incredible monument!
970,946,887,2,Beautiful location!
971,745,402,3,A historical wonder
972,23,562,4,Must visit place!
973,433,695,4,Must visit place!
974,776,401,4,Loved the scenery!
975,541,745,3,Breathtaking views!
976,714,946,2,Highly recommended!
977,404,100,2,Must visit place!
978,771,811,5,Incredible monument!
979,871,958,3,Beautiful location!
980,671,168,5,A historical wonder
981,453,713,4,Breathtaking views!
982,919,149,2,Amazing experience!
983,824,767,2,Incredible monument!
984,371,744,5,Loved the scenery!
985,695,805,2,Truly unforgettable!
986,974,438,2,Incredible monument!
987,99,365,4,A historical wonder
988,968,54,1,Highly recommended!
989,666,347,5,Truly unforgettable!
990,994,153,4,Amazing experience!
991,35,122,2,Truly unforgettable!
992,501,310,5,A historical wonder
993,669,764,4,Loved the scenery!
994,797,475,4,Breathtaking views!
995,648,669,4,Must visit place!
996,12,123,1,Loved the scenery!
997,125,501,5,Amazing experience!
998,24,601,5,Loved every moment!
999,492,281,1,Loved every moment!
1000,186,394,4,Truly unforgettable!
