HistoryID,UserID,DestinationID,VisitDate,ExperienceRating
930,61,786,2024-09-09,3
931,422,319,2024-06-21,2
932,38,330,2024-12-18,5
933,614,417,2024-01-03,3
934,707,215,2024-10-14,4
935,559,512,2024-06-09,2
936,330,473,2024-12-28,4
937,527,569,2024-02-11,1
938,436,717,2024-02-09,4
939,131,776,2024-01-07,2
940,533,767,2024-03-03,2
941,203,449,2024-02-28,1
942,907,435,2024-09-10,2
943,642,823,2024-09-25,4
944,144,767,2024-10-07,4
945,409,10,2024-05-31,1
946,446,302,2024-12-12,3
947,536,331,2024-11-10,3
948,578,666,2024-03-25,2
949,298,536,2024-12-16,2
950,823,629,2024-07-09,5
951,620,258,2024-08-29,4
952,216,959,2024-06-18,2
953,169,537,2024-08-30,1
954,326,427,2024-04-01,2
955,482,69,2024-01-03,3
956,719,193,2024-04-12,1
957,551,470,2024-06-18,1
958,63,640,2024-08-27,5
959,161,69,2024-06-28,5
960,905,232,2024-06-25,1
961,951,198,2024-05-20,3
962,841,934,2024-08-06,5
963,747,314,2024-07-07,5
964,786,413,2024-05-10,5
965,555,657,2024-12-03,2
966,80,607,2024-03-19,1
967,749,222,2024-05-23,2
968,270,578,2024-02-22,2
969,817,535,2024-10-27,4
970,339,590,2024-10-30,5
971,284,990,2024-11-11,4
972,215,173,2024-01-02,2
973,222,94,2024-11-10,2
974,147,169,2024-08-31,1
975,332,80,2024-01-27,2
976,524,827,2024-08-13,4
977,681,484,2024-06-16,3
978,513,779,2024-03-01,2
979,574,403,2024-07-12,4
980,724,486,2024-06-30,3
981,859,535,2024-06-11,5
982,81,905,2024-11-05,2
983,979,171,2024-11-20,3
984,729,147,2024-08-11,5
985,453,502,2024-12-21,3
986,702,124,2024-10-12,4
987,668,357,2024-04-01,1
988,887,375,2024-08-26,3
989,746,435,2024-04-19,5
990,574,898,2024-04-07,4
991,384,184,2024-01-06,2
992,453,370,2024-09-26,2
993,6,601,2024-06-07,3
994,97,933,2024-07-07,3
995,515,944,2024-01-07,5
996,280,35,2024-11-27,3
997,658,491,2024-07-22,1
998,713,722,2024-05-09,3
999,641,59,2024-10-19,1
1000,884,736,2024-08-29,5
