PricingID,DestinationID,Season,Month,BaseCost,DynamicMultiplier,CurrencyCode,LastUpdated
515,43,Medium,11,32320,1.11,PKR,2026-05-12
516,43,Low,12,41398,0.89,PKR,2026-05-12
517,44,Medium,1,35467,0.83,PKR,2026-05-12
518,44,Low,2,5331,1.26,PKR,2026-05-12
519,44,Low,3,27628,1.34,PKR,2026-05-12
520,44,High,4,40685,1.36,PKR,2026-05-12
521,44,High,5,46107,1.19,PKR,2026-05-12
522,44,Low,6,12574,1.39,PKR,2026-05-12
523,44,Low,7,17210,1.46,PKR,2026-05-12
524,44,Medium,8,47527,1.49,PKR,2026-05-12
525,44,Low,9,20023,0.88,PKR,2026-05-12
526,44,Low,10,40803,1.37,PKR,2026-05-12
527,44,High,11,41320,1.44,PKR,2026-05-12
528,44,High,12,21219,1.24,PKR,2026-05-12
529,45,Medium,1,41276,1.2,PKR,2026-05-12
530,45,Medium,2,7537,1.39,PKR,2026-05-12
531,45,High,3,32447,0.83,PKR,2026-05-12
532,45,High,4,24074,1.44,PKR,2026-05-12
533,45,Medium,5,44581,1.29,PKR,2026-05-12
534,45,High,6,23977,1.33,PKR,2026-05-12
535,45,Medium,7,12139,1.45,PKR,2026-05-12
536,45,High,8,19828,1.47,PKR,2026-05-12
537,45,Medium,9,44630,1.24,PKR,2026-05-12
538,45,Low,10,39594,1.22,PKR,2026-05-12
539,45,Medium,11,5785,0.88,PKR,2026-05-12
540,45,High,12,32865,1.04,PKR,2026-05-12
541,46,Low,1,44369,1.49,PKR,2026-05-12
542,46,High,2,7640,1.09,PKR,2026-05-12
543,46,Low,3,34617,1.2,PKR,2026-05-12
544,46,Medium,4,40971,0.91,PKR,2026-05-12
545,46,Medium,5,47376,0.82,PKR,2026-05-12
546,46,High,6,35748,1.06,PKR,2026-05-12
547,46,Medium,7,11947,1.39,PKR,2026-05-12
548,46,Low,8,48269,1.1,PKR,2026-05-12
549,46,Medium,9,6604,1.0,PKR,2026-05-12
550,46,Low,10,16594,1.38,PKR,2026-05-12
551,46,High,11,41709,1.1,PKR,2026-05-12
552,46,High,12,30233,1.45,PKR,2026-05-12
553,47,Medium,1,47128,1.43,PKR,2026-05-12
554,47,High,2,48415,1.45,PKR,2026-05-12
555,47,Medium,3,31306,1.09,PKR,2026-05-12
556,47,High,4,43052,1.38,PKR,2026-05-12
557,47,Low,5,11954,1.15,PKR,2026-05-12
558,47,Medium,6,44818,1.05,PKR,2026-05-12
559,47,Medium,7,47150,0.89,PKR,2026-05-12
560,47,High,8,9753,0.89,PKR,2026-05-12
561,47,High,9,30564,0.97,PKR,2026-05-12
562,47,Medium,10,5121,1.44,PKR,2026-05-12
563,47,Medium,11,39837,1.29,PKR,2026-05-12
564,47,Low,12,6962,0.96,PKR,2026-05-12
565,48,Medium,1,11442,0.99,PKR,2026-05-12
566,48,Medium,2,31738,1.3,PKR,2026-05-12
567,48,Low,3,10555,1.47,PKR,2026-05-12
568,48,Medium,4,20213,1.07,PKR,2026-05-12
569,48,Medium,5,6489,0.89,PKR,2026-05-12
570,48,Medium,6,20982,1.23,PKR,2026-05-12
571,48,High,7,17552,1.46,PKR,2026-05-12
572,48,High,8,16058,1.08,PKR,2026-05-12
573,48,Low,9,15556,1.44,PKR,2026-05-12
574,48,Medium,10,24225,1.12,PKR,2026-05-12
575,48,Low,11,40132,1.37,PKR,2026-05-12
576,48,Low,12,6117,1.43,PKR,2026-05-12
577,49,Low,1,37805,1.26,PKR,2026-05-12
578,49,High,2,25103,1.14,PKR,2026-05-12
579,49,High,3,15440,1.23,PKR,2026-05-12
580,49,Medium,4,49023,0.88,PKR,2026-05-12
581,49,Medium,5,13739,0.87,PKR,2026-05-12
582,49,Medium,6,9368,1.18,PKR,2026-05-12
583,49,Medium,7,46899,1.15,PKR,2026-05-12
584,49,Low,8,14522,1.1,PKR,2026-05-12
585,49,Low,9,26433,1.31,PKR,2026-05-12
586,49,Low,10,29575,1.0,PKR,2026-05-12
587,49,High,11,9729,1.28,PKR,2026-05-12
588,49,High,12,45975,0.83,PKR,2026-05-12
589,50,Medium,1,27381,1.45,PKR,2026-05-12
590,50,High,2,9174,1.21,PKR,2026-05-12
591,50,High,3,44175,1.14,PKR,2026-05-12
592,50,Low,4,33293,1.33,PKR,2026-05-12
593,50,Low,5,5174,1.33,PKR,2026-05-12
594,50,Low,6,30966,1.26,PKR,2026-05-12
595,50,Medium,7,11986,0.97,PKR,2026-05-12
596,50,Low,8,28096,1.47,PKR,2026-05-12
597,50,Medium,9,14280,0.93,PKR,2026-05-12
598,50,High,10,49362,0.94,PKR,2026-05-12
599,50,High,11,25609,0.96,PKR,2026-05-12
600,50,Medium,12,11712,1.16,PKR,2026-05-12
601,51,Low,1,32565,1.03,PKR,2026-05-12
602,51,Low,2,10751,0.83,PKR,2026-05-12
603,51,High,3,25740,1.29,PKR,2026-05-12
604,51,High,4,7656,1.36,PKR,2026-05-12
605,51,Low,5,31418,0.99,PKR,2026-05-12
606,51,High,6,20096,1.16,PKR,2026-05-12
607,51,Medium,7,49251,1.04,PKR,2026-05-12
608,51,Low,8,8460,1.29,PKR,2026-05-12
609,51,High,9,42052,1.21,PKR,2026-05-12
610,51,Low,10,27446,0.89,PKR,2026-05-12
611,51,Medium,11,22048,1.29,PKR,2026-05-12
612,51,Medium,12,34100,0.84,PKR,2026-05-12
613,52,Low,1,8065,1.05,PKR,2026-05-12
614,52,High,2,32694,1.0,PKR,2026-05-12
615,52,Medium,3,20406,1.14,PKR,2026-05-12
616,52,Medium,4,12700,1.03,PKR,2026-05-12
617,52,High,5,7345,1.42,PKR,2026-05-12
618,52,Medium,6,18170,1.05,PKR,2026-05-12
619,52,Medium,7,32296,0.93,PKR,2026-05-12
620,52,Low,8,36943,0.8,PKR,2026-05-12
621,52,High,9,24830,0.99,PKR,2026-05-12
622,52,Medium,10,44854,1.43,PKR,2026-05-12
623,52,High,11,36613,0.95,PKR,2026-05-12
624,52,Low,12,11887,0.96,PKR,2026-05-12
625,53,Low,1,17452,1.43,PKR,2026-05-12
626,53,Medium,2,43475,1.12,PKR,2026-05-12
627,53,High,3,39317,1.14,PKR,2026-05-12
628,53,Medium,4,11902,1.17,PKR,2026-05-12
629,53,Medium,5,24464,1.04,PKR,2026-05-12
630,53,Low,6,35651,1.48,PKR,2026-05-12
631,53,High,7,24220,1.09,PKR,2026-05-12
632,53,Medium,8,47094,1.23,PKR,2026-05-12
633,53,High,9,7717,1.22,PKR,2026-05-12
634,53,Medium,10,32167,1.26,PKR,2026-05-12
635,53,Medium,11,41147,1.36,PKR,2026-05-12
636,53,Medium,12,39337,1.26,PKR,2026-05-12
637,54,Low,1,8504,0.81,PKR,2026-05-12
638,54,Medium,2,5913,1.14,PKR,2026-05-12
639,54,Medium,3,26585,1.39,PKR,2026-05-12
640,54,Medium,4,34052,0.89,PKR,2026-05-12
641,54,Medium,5,42630,0.91,PKR,2026-05-12
642,54,Medium,6,45948,1.33,PKR,2026-05-12
643,54,Low,7,26073,1.39,PKR,2026-05-12
644,54,Low,8,44919,1.16,PKR,2026-05-12
645,54,Low,9,13474,1.1,PKR,2026-05-12
646,54,Low,10,36608,1.01,PKR,2026-05-12
647,54,Low,11,37421,1.34,PKR,2026-05-12
648,54,Medium,12,24163,0.86,PKR,2026-05-12
649,55,Medium,1,36657,1.04,PKR,2026-05-12
650,55,High,2,16547,1.5,PKR,2026-05-12
651,55,Medium,3,42110,1.09,PKR,2026-05-12
652,55,High,4,47786,0.89,PKR,2026-05-12
653,55,Low,5,33651,1.49,PKR,2026-05-12
654,55,High,6,43227,0.89,PKR,2026-05-12
655,55,Medium,7,8518,1.07,PKR,2026-05-12
656,55,Low,8,34396,0.98,PKR,2026-05-12
657,55,High,9,19399,1.41,PKR,2026-05-12
658,55,Medium,10,24954,1.44,PKR,2026-05-12
659,55,Low,11,16416,0.94,PKR,2026-05-12
660,55,High,12,38158,1.44,PKR,2026-05-12
661,56,Medium,1,20936,1.01,PKR,2026-05-12
662,56,High,2,22341,1.35,PKR,2026-05-12
663,56,Medium,3,10596,0.82,PKR,2026-05-12
664,56,High,4,35386,0.97,PKR,2026-05-12
665,56,Medium,5,7889,1.26,PKR,2026-05-12
666,56,High,6,44983,1.15,PKR,2026-05-12
667,56,Medium,7,28002,1.47,PKR,2026-05-12
668,56,Medium,8,13741,0.99,PKR,2026-05-12
669,56,Medium,9,46718,1.2,PKR,2026-05-12
670,56,Medium,10,29686,1.27,PKR,2026-05-12
671,56,High,11,39488,1.15,PKR,2026-05-12
672,56,Low,12,18795,0.83,PKR,2026-05-12
673,57,Medium,1,48120,1.26,PKR,2026-05-12
674,57,Medium,2,42038,1.34,PKR,2026-05-12
675,57,High,3,29512,0.99,PKR,2026-05-12
676,57,High,4,27781,1.38,PKR,2026-05-12
677,57,High,5,8871,1.09,PKR,2026-05-12
678,57,High,6,14414,1.37,PKR,2026-05-12
679,57,Low,7,30516,1.33,PKR,2026-05-12
680,57,Medium,8,25300,0.91,PKR,2026-05-12
681,57,Low,9,42574,1.5,PKR,2026-05-12
682,57,Low,10,25059,1.42,PKR,2026-05-12
683,57,High,11,36430,1.39,PKR,2026-05-12
684,57,High,12,44467,0.87,PKR,2026-05-12
685,58,Medium,1,17406,0.8,PKR,2026-05-12
686,58,Low,2,29192,1.23,PKR,2026-05-12
687,58,Medium,3,20733,0.95,PKR,2026-05-12
688,58,Medium,4,20593,1.43,PKR,2026-05-12
689,58,Low,5,39434,1.34,PKR,2026-05-12
690,58,Medium,6,26383,0.83,PKR,2026-05-12
691,58,Medium,7,10714,0.85,PKR,2026-05-12
692,58,Low,8,12522,0.95,PKR,2026-05-12
693,58,Medium,9,48078,1.37,PKR,2026-05-12
694,58,Low,10,13368,1.46,PKR,2026-05-12
695,58,Low,11,14504,0.81,PKR,2026-05-12
696,58,High,12,25383,0.88,PKR,2026-05-12
697,59,Medium,1,16609,0.82,PKR,2026-05-12
698,59,Low,2,10282,1.35,PKR,2026-05-12
699,59,Low,3,26531,1.16,PKR,2026-05-12
700,59,High,4,20983,0.82,PKR,2026-05-12
701,59,Low,5,25744,0.95,PKR,2026-05-12
702,59,Low,6,29976,0.88,PKR,2026-05-12
703,59,Medium,7,28684,0.82,PKR,2026-05-12
704,59,High,8,28769,1.43,PKR,2026-05-12
705,59,High,9,21328,1.23,PKR,2026-05-12
706,59,Low,10,13565,0.81,PKR,2026-05-12
707,59,Medium,11,24865,1.26,PKR,2026-05-12
708,59,High,12,20084,1.12,PKR,2026-05-12
709,60,Medium,1,39825,0.9,PKR,2026-05-12
710,60,Medium,2,40600,1.45,PKR,2026-05-12
711,60,Medium,3,42386,1.38,PKR,2026-05-12
712,60,High,4,38709,1.34,PKR,2026-05-12
713,60,High,5,42136,0.89,PKR,2026-05-12
714,60,High,6,37671,1.04,PKR,2026-05-12
715,60,Medium,7,48348,1.22,PKR,2026-05-12
716,60,High,8,7957,1.03,PKR,2026-05-12
717,60,Low,9,37754,1.45,PKR,2026-05-12
718,60,High,10,34484,1.23,PKR,2026-05-12
719,60,Low,11,39674,0.96,PKR,2026-05-12
720,60,High,12,46500,1.09,PKR,2026-05-12
721,61,Low,1,19431,1.4,PKR,2026-05-12
722,61,Medium,2,16028,1.48,PKR,2026-05-12
723,61,High,3,6863,0.9,PKR,2026-05-12
724,61,Medium,4,42980,1.34,PKR,2026-05-12
725,61,High,5,47309,1.39,PKR,2026-05-12
726,61,Medium,6,47030,0.93,PKR,2026-05-12
727,61,High,7,34922,0.85,PKR,2026-05-12
728,61,Low,8,49447,1.26,PKR,2026-05-12
729,61,Medium,9,25649,0.85,PKR,2026-05-12
730,61,Low,10,25102,1.42,PKR,2026-05-12
731,61,High,11,43289,1.21,PKR,2026-05-12
732,61,Medium,12,35600,1.0,PKR,2026-05-12
733,62,High,1,12008,1.16,PKR,2026-05-12
734,62,Medium,2,17645,1.43,PKR,2026-05-12
735,62,Medium,3,14015,0.84,PKR,2026-05-12
736,62,Medium,4,33465,1.19,PKR,2026-05-12
737,62,Low,5,19477,1.13,PKR,2026-05-12
738,62,High,6,29019,0.88,PKR,2026-05-12
739,62,High,7,37925,1.27,PKR,2026-05-12
740,62,Low,8,37759,0.83,PKR,2026-05-12
741,62,High,9,35342,1.04,PKR,2026-05-12
742,62,Medium,10,28135,0.98,PKR,2026-05-12
743,62,Low,11,30464,1.45,PKR,2026-05-12
744,62,High,12,42893,0.87,PKR,2026-05-12
745,63,High,1,10786,0.89,PKR,2026-05-12
746,63,Medium,2,19595,1.1,PKR,2026-05-12
747,63,Medium,3,16403,0.81,PKR,2026-05-12
748,63,Low,4,14921,1.27,PKR,2026-05-12
749,63,Medium,5,44837,1.24,PKR,2026-05-12
750,63,Medium,6,23761,0.89,PKR,2026-05-12
751,63,Low,7,6455,1.47,PKR,2026-05-12
752,63,High,8,6890,0.91,PKR,2026-05-12
753,63,Medium,9,40196,1.42,PKR,2026-05-12
754,63,Medium,10,36635,1.2,PKR,2026-05-12
755,63,High,11,44961,1.46,PKR,2026-05-12
756,63,Low,12,34954,1.12,PKR,2026-05-12
757,64,Low,1,41853,1.31,PKR,2026-05-12
758,64,Low,2,30602,0.96,PKR,2026-05-12
759,64,Low,3,20223,1.46,PKR,2026-05-12
760,64,Low,4,9749,0.89,PKR,2026-05-12
761,64,Medium,5,31071,1.24,PKR,2026-05-12
762,64,High,6,21922,1.48,PKR,2026-05-12
763,64,Medium,7,35426,1.11,PKR,2026-05-12
764,64,High,8,15386,1.35,PKR,2026-05-12
765,64,High,9,15860,1.01,PKR,2026-05-12
766,64,High,10,35393,0.8,PKR,2026-05-12
767,64,Low,11,34702,1.37,PKR,2026-05-12
768,64,Low,12,26347,1.05,PKR,2026-05-12
769,65,High,1,21742,0.89,PKR,2026-05-12
770,65,High,2,35117,1.35,PKR,2026-05-12
771,65,High,3,16187,1.24,PKR,2026-05-12
772,65,High,4,44062,1.29,PKR,2026-05-12
773,65,Low,5,19200,0.86,PKR,2026-05-12
774,65,Medium,6,39132,1.03,PKR,2026-05-12
775,65,High,7,18408,1.05,PKR,2026-05-12
776,65,High,8,42649,1.09,PKR,2026-05-12
777,65,Low,9,18232,1.12,PKR,2026-05-12
778,65,High,10,47291,1.01,PKR,2026-05-12
779,65,High,11,12353,0.95,PKR,2026-05-12
780,65,High,12,30332,0.84,PKR,2026-05-12
781,66,High,1,47267,1.07,PKR,2026-05-12
782,66,High,2,6218,1.14,PKR,2026-05-12
783,66,Low,3,45527,1.31,PKR,2026-05-12
784,66,Medium,4,21665,1.21,PKR,2026-05-12
785,66,High,5,41943,1.44,PKR,2026-05-12
786,66,Low,6,33040,1.05,PKR,2026-05-12
787,66,Medium,7,18514,1.11,PKR,2026-05-12
788,66,High,8,28697,0.81,PKR,2026-05-12
789,66,Medium,9,19098,0.81,PKR,2026-05-12
790,66,High,10,30008,0.95,PKR,2026-05-12
791,66,High,11,16825,0.87,PKR,2026-05-12
792,66,Low,12,16149,1.44,PKR,2026-05-12
793,67,Low,1,26039,1.48,PKR,2026-05-12
794,67,Low,2,45642,1.31,PKR,2026-05-12
795,67,High,3,45653,1.31,PKR,2026-05-12
796,67,Low,4,36379,1.43,PKR,2026-05-12
797,67,Low,5,19360,1.33,PKR,2026-05-12
798,67,Low,6,37038,1.11,PKR,2026-05-12
799,67,Low,7,7118,1.46,PKR,2026-05-12
800,67,High,8,19360,1.14,PKR,2026-05-12
801,67,Medium,9,36957,1.3,PKR,2026-05-12
802,67,High,10,32907,1.23,PKR,2026-05-12
803,67,Medium,11,11363,0.82,PKR,2026-05-12
804,67,Medium,12,27133,1.27,PKR,2026-05-12
805,68,Low,1,32967,1.02,PKR,2026-05-12
806,68,High,2,5111,1.08,PKR,2026-05-12
807,68,Medium,3,13604,1.13,PKR,2026-05-12
808,68,Low,4,29761,1.15,PKR,2026-05-12
809,68,Medium,5,37818,0.98,PKR,2026-05-12
810,68,Low,6,36255,0.81,PKR,2026-05-12
811,68,Low,7,43583,1.14,PKR,2026-05-12
812,68,Medium,8,44093,1.4,PKR,2026-05-12
813,68,Low,9,22272,1.28,PKR,2026-05-12
814,68,Medium,10,45744,1.43,PKR,2026-05-12
815,68,Medium,11,21260,1.06,PKR,2026-05-12
816,68,Medium,12,11549,0.99,PKR,2026-05-12
817,69,Medium,1,38057,1.16,PKR,2026-05-12
818,69,Medium,2,17370,1.37,PKR,2026-05-12
819,69,Medium,3,31159,1.09,PKR,2026-05-12
820,69,Medium,4,15438,0.96,PKR,2026-05-12
821,69,High,5,38033,1.49,PKR,2026-05-12
822,69,Medium,6,24162,1.09,PKR,2026-05-12
823,69,Medium,7,25850,1.38,PKR,2026-05-12
824,69,Low,8,8827,1.46,PKR,2026-05-12
825,69,Medium,9,5816,0.85,PKR,2026-05-12
826,69,High,10,40436,1.43,PKR,2026-05-12
827,69,Low,11,47890,1.24,PKR,2026-05-12
828,69,Low,12,46488,0.97,PKR,2026-05-12
829,70,Low,1,49543,1.09,PKR,2026-05-12
830,70,Low,2,24184,0.86,PKR,2026-05-12
831,70,Medium,3,41961,1.1,PKR,2026-05-12
832,70,High,4,31345,1.1,PKR,2026-05-12
833,70,High,5,25742,1.01,PKR,2026-05-12
834,70,Medium,6,9880,1.02,PKR,2026-05-12
835,70,Low,7,19951,1.45,PKR,2026-05-12
836,70,High,8,45828,0.89,PKR,2026-05-12
837,70,High,9,18242,1.12,PKR,2026-05-12
838,70,Medium,10,18823,0.99,PKR,2026-05-12
839,70,Low,11,13281,1.44,PKR,2026-05-12
840,70,Low,12,46051,0.85,PKR,2026-05-12
841,71,High,1,17348,1.21,PKR,2026-05-12
842,71,Medium,2,25022,0.88,PKR,2026-05-12
843,71,Medium,3,15080,1.29,PKR,2026-05-12
844,71,Medium,4,39045,0.9,PKR,2026-05-12
845,71,Medium,5,37438,0.83,PKR,2026-05-12
846,71,High,6,42931,1.28,PKR,2026-05-12
847,71,High,7,21445,1.23,PKR,2026-05-12
848,71,Low,8,35532,1.18,PKR,2026-05-12
849,71,Low,9,32683,0.89,PKR,2026-05-12
850,71,Medium,10,25036,1.42,PKR,2026-05-12
851,71,Medium,11,31656,0.89,PKR,2026-05-12
852,71,High,12,38841,1.2,PKR,2026-05-12
853,72,Medium,1,12561,1.28,PKR,2026-05-12
854,72,Low,2,36412,1.23,PKR,2026-05-12
855,72,Low,3,12047,1.06,PKR,2026-05-12
856,72,Low,4,42497,0.83,PKR,2026-05-12
857,72,High,5,49889,1.09,PKR,2026-05-12
858,72,Medium,6,9314,1.2,PKR,2026-05-12
859,72,Medium,7,8474,1.46,PKR,2026-05-12
860,72,Low,8,22786,0.82,PKR,2026-05-12
861,72,High,9,49358,0.82,PKR,2026-05-12
862,72,Medium,10,27414,0.94,PKR,2026-05-12
863,72,High,11,17893,0.83,PKR,2026-05-12
864,72,Medium,12,32685,0.89,PKR,2026-05-12
865,73,High,1,16062,1.24,PKR,2026-05-12
866,73,Low,2,31990,0.86,PKR,2026-05-12
867,73,High,3,38234,1.23,PKR,2026-05-12
868,73,High,4,10187,1.39,PKR,2026-05-12
869,73,Medium,5,7651,1.46,PKR,2026-05-12
870,73,High,6,31324,1.02,PKR,2026-05-12
871,73,Low,7,47416,1.13,PKR,2026-05-12
872,73,Low,8,37667,0.99,PKR,2026-05-12
873,73,Medium,9,19965,1.07,PKR,2026-05-12
874,73,Low,10,25501,1.43,PKR,2026-05-12
875,73,Low,11,12539,1.16,PKR,2026-05-12
876,73,High,12,26732,1.02,PKR,2026-05-12
877,74,Low,1,31496,1.49,PKR,2026-05-12
878,74,Low,2,26151,1.15,PKR,2026-05-12
879,74,Low,3,43495,1.01,PKR,2026-05-12
880,74,Low,4,42742,1.36,PKR,2026-05-12
881,74,Medium,5,48159,1.45,PKR,2026-05-12
882,74,High,6,36777,0.96,PKR,2026-05-12
883,74,Low,7,9768,0.87,PKR,2026-05-12
884,74,High,8,10177,0.89,PKR,2026-05-12
885,74,High,9,36883,1.07,PKR,2026-05-12
886,74,Medium,10,48219,1.28,PKR,2026-05-12
887,74,High,11,34698,1.28,PKR,2026-05-12
888,74,Low,12,10080,1.49,PKR,2026-05-12
889,75,Low,1,47626,1.01,PKR,2026-05-12
890,75,High,2,17581,1.47,PKR,2026-05-12
891,75,Medium,3,14811,1.16,PKR,2026-05-12
892,75,Medium,4,33361,1.19,PKR,2026-05-12
893,75,Medium,5,30503,1.32,PKR,2026-05-12
894,75,High,6,10530,1.33,PKR,2026-05-12
895,75,Low,7,10171,1.24,PKR,2026-05-12
896,75,High,8,44361,1.3,PKR,2026-05-12
897,75,Medium,9,33149,1.05,PKR,2026-05-12
898,75,High,10,37968,1.15,PKR,2026-05-12
899,75,Low,11,38819,1.4,PKR,2026-05-12
900,75,High,12,47755,1.42,PKR,2026-05-12
901,76,High,1,13298,0.86,PKR,2026-05-12
902,76,Low,2,14460,1.32,PKR,2026-05-12
903,76,Medium,3,5022,1.4,PKR,2026-05-12
904,76,Medium,4,42563,1.26,PKR,2026-05-12
905,76,Medium,5,27169,0.81,PKR,2026-05-12
906,76,High,6,41526,1.49,PKR,2026-05-12
907,76,Low,7,8530,1.33,PKR,2026-05-12
908,76,Medium,8,48882,1.02,PKR,2026-05-12
909,76,High,9,21857,0.82,PKR,2026-05-12
910,76,High,10,30818,1.04,PKR,2026-05-12
911,76,Medium,11,12404,1.43,PKR,2026-05-12
912,76,High,12,41511,0.99,PKR,2026-05-12
913,77,Low,1,43446,1.45,PKR,2026-05-12
914,77,Medium,2,9053,1.34,PKR,2026-05-12
915,77,Medium,3,41360,1.36,PKR,2026-05-12
916,77,Medium,4,36142,1.07,PKR,2026-05-12
917,77,Medium,5,33426,1.27,PKR,2026-05-12
918,77,Medium,6,39048,1.23,PKR,2026-05-12
919,77,High,7,36723,0.9,PKR,2026-05-12
920,77,Low,8,42622,1.01,PKR,2026-05-12
921,77,Medium,9,29687,0.88,PKR,2026-05-12
922,77,Medium,10,44226,1.14,PKR,2026-05-12
923,77,Medium,11,48613,1.24,PKR,2026-05-12
924,77,Low,12,22915,1.33,PKR,2026-05-12
925,78,Medium,1,23001,1.16,PKR,2026-05-12
926,78,Medium,2,29940,1.46,PKR,2026-05-12
927,78,Low,3,27943,1.06,PKR,2026-05-12
928,78,High,4,16049,0.88,PKR,2026-05-12
929,78,Low,5,25852,1.12,PKR,2026-05-12
930,78,High,6,25359,0.85,PKR,2026-05-12
931,78,High,7,10674,0.96,PKR,2026-05-12
932,78,Medium,8,6036,0.96,PKR,2026-05-12
933,78,Medium,9,31820,1.37,PKR,2026-05-12
934,78,High,10,22426,1.31,PKR,2026-05-12
935,78,Low,11,33680,1.2,PKR,2026-05-12
936,78,Medium,12,8655,1.41,PKR,2026-05-12
937,79,Medium,1,41673,1.45,PKR,2026-05-12
938,79,High,2,7115,1.32,PKR,2026-05-12
939,79,Low,3,16927,1.15,PKR,2026-05-12
940,79,Medium,4,24503,1.05,PKR,2026-05-12
941,79,High,5,8305,1.48,PKR,2026-05-12
942,79,Medium,6,44537,1.47,PKR,2026-05-12
943,79,High,7,38960,1.36,PKR,2026-05-12
944,79,High,8,15088,1.08,PKR,2026-05-12
945,79,Low,9,22937,0.97,PKR,2026-05-12
946,79,Low,10,37879,0.89,PKR,2026-05-12
947,79,Medium,11,39160,1.21,PKR,2026-05-12
948,79,Low,12,10015,1.38,PKR,2026-05-12
949,80,Medium,1,35496,1.06,PKR,2026-05-12
950,80,High,2,17792,1.11,PKR,2026-05-12
951,80,High,3,47500,1.44,PKR,2026-05-12
952,80,Low,4,36088,0.83,PKR,2026-05-12
953,80,Medium,5,45317,1.17,PKR,2026-05-12
954,80,Low,6,33443,1.07,PKR,2026-05-12
955,80,Medium,7,32487,1.45,PKR,2026-05-12
956,80,Medium,8,7710,1.33,PKR,2026-05-12
957,80,Medium,9,37487,1.31,PKR,2026-05-12
958,80,High,10,33288,1.43,PKR,2026-05-12
959,80,High,11,27488,1.13,PKR,2026-05-12
960,80,Low,12,20539,1.36,PKR,2026-05-12
961,81,Medium,1,42717,1.16,PKR,2026-05-12
962,81,Low,2,47734,0.94,PKR,2026-05-12
963,81,High,3,21449,1.42,PKR,2026-05-12
964,81,Low,4,10302,1.13,PKR,2026-05-12
965,81,Low,5,26241,0.93,PKR,2026-05-12
966,81,Low,6,35798,1.12,PKR,2026-05-12
967,81,High,7,41620,1.38,PKR,2026-05-12
968,81,Medium,8,48136,0.86,PKR,2026-05-12
969,81,Low,9,36973,1.48,PKR,2026-05-12
970,81,Medium,10,7444,0.98,PKR,2026-05-12
971,81,Low,11,6350,1.15,PKR,2026-05-12
972,81,High,12,39685,1.17,PKR,2026-05-12
973,82,Medium,1,5608,0.87,PKR,2026-05-12
974,82,Medium,2,44834,0.9,PKR,2026-05-12
975,82,High,3,44543,1.01,PKR,2026-05-12
976,82,High,4,46939,0.86,PKR,2026-05-12
977,82,Low,5,13982,0.95,PKR,2026-05-12
978,82,Medium,6,49146,1.12,PKR,2026-05-12
979,82,High,7,12740,1.02,PKR,2026-05-12
980,82,Medium,8,43794,1.33,PKR,2026-05-12
981,82,Medium,9,45074,1.36,PKR,2026-05-12
982,82,Low,10,22616,1.35,PKR,2026-05-12
983,82,High,11,34638,1.17,PKR,2026-05-12
984,82,Low,12,29029,1.36,PKR,2026-05-12
985,83,High,1,23384,0.97,PKR,2026-05-12
986,83,High,2,42459,1.49,PKR,2026-05-12
987,83,High,3,21546,1.37,PKR,2026-05-12
988,83,High,4,11601,0.97,PKR,2026-05-12
989,83,High,5,26449,1.18,PKR,2026-05-12
990,83,Low,6,34416,1.16,PKR,2026-05-12
991,83,Medium,7,42100,1.5,PKR,2026-05-12
992,83,Low,8,24408,1.11,PKR,2026-05-12
993,83,Low,9,25867,0.82,PKR,2026-05-12
994,83,Low,10,22119,1.4,PKR,2026-05-12
995,83,Low,11,21037,1.18,PKR,2026-05-12
996,83,Low,12,21079,1.14,PKR,2026-05-12
997,84,High,1,42156,0.82,PKR,2026-05-12
998,84,High,2,48964,1.38,PKR,2026-05-12
999,84,High,3,12658,0.93,PKR,2026-05-12
1000,84,High,4,20265,1.4,PKR,2026-05-12
1001,84,High,5,37505,0.86,PKR,2026-05-12
1002,84,Low,6,37697,0.89,PKR,2026-05-12
1003,84,High,7,11128,1.34,PKR,2026-05-12
1004,84,Medium,8,25444,1.42,PKR,2026-05-12
1005,84,Low,9,10444,1.5,PKR,2026-05-12
1006,84,Low,10,8808,1.29,PKR,2026-05-12
1007,84,High,11,24097,1.49,PKR,2026-05-12
1008,84,High,12,43481,1.1,PKR,2026-05-12
1009,85,High,1,30567,1.41,PKR,2026-05-12
1010,85,Low,2,41867,1.16,PKR,2026-05-12
1011,85,Medium,3,31849,1.07,PKR,2026-05-12
1012,85,Medium,4,27284,1.09,PKR,2026-05-12
1013,85,High,5,16691,1.09,PKR,2026-05-12
1014,85,High,6,45135,1.0,PKR,2026-05-12
1015,85,High,7,47573,0.87,PKR,2026-05-12
1016,85,High,8,9332,1.37,PKR,2026-05-12
1017,85,Medium,9,18398,1.19,PKR,2026-05-12
1018,85,Low,10,23660,1.42,PKR,2026-05-12
1019,85,Medium,11,17745,1.2,PKR,2026-05-12
1020,85,Low,12,29961,1.46,PKR,2026-05-12
1021,86,High,1,25581,0.98,PKR,2026-05-12
1022,86,Medium,2,25022,1.04,PKR,2026-05-12
1023,86,Low,3,47337,1.22,PKR,2026-05-12
1024,86,High,4,20317,0.89,PKR,2026-05-12
1025,86,Low,5,10159,1.01,PKR,2026-05-12
1026,86,High,6,33662,1.41,PKR,2026-05-12
1027,86,Low,7,5066,0.82,PKR,2026-05-12
1028,86,Medium,8,13187,0.99,PKR,2026-05-12
1029,86,Medium,9,9304,1.19,PKR,2026-05-12
