WeatherID,DestinationID,Month,AvgTemp,MaxTemp,MinTemp,Rainfall,Humidity,WindSpeed,BestForTourism
513,43,Sep,24,26,9,224.6,71,8.8,Yes
514,43,Oct,23,27,19,467.0,67,9.8,Yes
515,43,Nov,29,32,9,165.2,62,19.7,No
516,43,Dec,19,38,19,232.6,54,15.2,Yes
517,44,Jan,32,43,24,274.9,74,27.0,Yes
518,44,Feb,23,25,12,137.6,31,20.2,No
519,44,Mar,31,39,24,296.5,64,14.6,Yes
520,44,Apr,22,25,19,485.1,55,9.7,Yes
521,44,May,27,28,17,9.9,62,6.0,Yes
522,44,Jun,31,42,11,484.5,73,17.1,Yes
523,44,Jul,27,32,5,217.5,31,22.5,Yes
524,44,Aug,18,36,20,171.9,33,12.4,Yes
525,44,Sep,17,34,15,93.0,50,25.7,Yes
526,44,Oct,18,30,21,22.1,74,13.8,No
527,44,Nov,20,26,5,331.2,77,16.3,Yes
528,44,Dec,18,28,12,128.9,54,7.8,Yes
529,45,Jan,18,41,21,142.8,46,16.7,Yes
530,45,Feb,30,40,10,343.4,65,27.2,Yes
531,45,Mar,20,29,13,255.7,45,21.5,No
532,45,Apr,23,43,23,204.7,38,24.2,No
533,45,May,23,43,19,303.4,71,21.6,Yes
534,45,Jun,34,26,23,34.8,46,13.3,Yes
535,45,Jul,24,29,20,66.0,41,5.8,Yes
536,45,Aug,33,33,16,108.2,45,13.0,Yes
537,45,Sep,21,44,8,157.6,67,14.1,Yes
538,45,Oct,21,31,8,229.5,68,28.2,Yes
539,45,Nov,21,41,8,406.7,64,7.2,Yes
540,45,Dec,18,38,5,362.0,74,10.6,No
541,46,Jan,26,38,16,128.3,75,15.1,Yes
542,46,Feb,32,35,10,440.6,48,14.7,No
543,46,Mar,28,27,23,314.3,40,17.2,Yes
544,46,Apr,31,27,18,260.9,48,17.9,No
545,46,May,23,30,13,297.1,66,27.4,Yes
546,46,Jun,33,34,8,135.9,69,27.1,Yes
547,46,Jul,18,39,16,425.6,38,24.0,No
548,46,Aug,27,43,11,256.6,73,7.4,Yes
549,46,Sep,26,43,19,458.0,35,28.7,No
550,46,Oct,27,31,12,414.2,40,18.5,Yes
551,46,Nov,33,35,11,30.4,46,12.6,Yes
552,46,Dec,27,36,11,349.4,43,9.7,Yes
553,47,Jan,23,41,8,475.0,68,22.2,Yes
554,47,Feb,16,26,19,429.9,36,22.6,Yes
555,47,Mar,29,31,5,390.1,77,25.3,No
556,47,Apr,31,42,23,324.9,51,15.8,Yes
557,47,May,27,37,20,72.9,37,20.9,Yes
558,47,Jun,26,33,9,281.9,47,16.0,Yes
559,47,Jul,25,44,23,24.4,55,5.9,No
560,47,Aug,34,38,6,185.1,36,29.7,Yes
561,47,Sep,30,37,22,66.1,30,12.7,Yes
562,47,Oct,20,25,24,186.2,55,27.5,No
563,47,Nov,30,43,5,338.6,39,8.8,Yes
564,47,Dec,29,28,20,64.5,36,24.8,No
565,48,Jan,33,32,5,129.7,79,13.2,Yes
566,48,Feb,33,33,15,303.8,65,28.6,No
567,48,Mar,33,27,9,353.3,66,18.1,Yes
568,48,Apr,27,26,23,336.5,49,17.3,No
569,48,May,33,32,11,103.3,71,25.7,Yes
570,48,Jun,25,33,21,144.0,32,12.6,No
571,48,Jul,30,31,11,380.8,74,18.2,Yes
572,48,Aug,27,44,20,121.3,41,12.6,Yes
573,48,Sep,16,30,16,264.8,72,6.0,Yes
574,48,Oct,28,40,16,55.0,58,10.6,Yes
575,48,Nov,33,40,13,41.4,66,29.2,No
576,48,Dec,23,38,19,336.0,75,20.8,No
577,49,Jan,26,43,10,273.3,42,17.3,No
578,49,Feb,21,36,11,429.3,59,6.1,No
579,49,Mar,33,35,22,195.8,33,13.1,Yes
580,49,Apr,24,29,7,447.0,69,29.9,No
581,49,May,29,41,5,236.6,52,26.5,Yes
582,49,Jun,34,26,9,57.2,75,6.1,Yes
583,49,Jul,22,26,13,121.7,47,29.6,No
584,49,Aug,29,29,15,17.9,43,27.2,Yes
585,49,Sep,24,30,7,262.0,79,25.1,No
586,49,Oct,31,26,22,24.1,52,6.8,Yes
587,49,Nov,19,25,18,119.7,50,26.8,Yes
588,49,Dec,22,26,23,308.4,34,14.8,Yes
589,50,Jan,18,40,20,225.6,36,13.3,No
590,50,Feb,15,27,12,453.3,36,14.0,Yes
591,50,Mar,25,39,13,421.5,67,7.6,No
592,50,Apr,16,28,22,110.4,40,16.8,Yes
593,50,May,34,29,15,187.4,70,17.4,No
594,50,Jun,17,37,15,226.1,50,29.6,No
595,50,Jul,15,35,17,294.0,38,11.0,Yes
596,50,Aug,23,37,9,326.9,36,9.6,No
597,50,Sep,20,26,20,262.7,65,20.0,Yes
598,50,Oct,17,28,5,484.2,38,26.3,No
599,50,Nov,32,36,20,57.9,53,6.0,Yes
600,50,Dec,24,39,13,173.6,63,13.7,Yes
601,51,Jan,23,32,10,193.4,45,28.5,Yes
602,51,Feb,20,39,12,84.0,62,8.5,No
603,51,Mar,27,38,15,320.1,51,27.0,No
604,51,Apr,28,34,10,44.8,33,19.8,Yes
605,51,May,25,27,19,417.5,79,7.9,Yes
606,51,Jun,22,27,5,126.8,45,5.4,No
607,51,Jul,30,30,11,354.4,69,5.2,Yes
608,51,Aug,26,44,24,442.6,56,29.4,No
609,51,Sep,30,27,17,444.4,31,17.9,No
610,51,Oct,22,41,13,439.6,57,21.7,Yes
611,51,Nov,26,37,11,431.8,75,22.5,Yes
612,51,Dec,16,43,20,441.1,37,22.9,Yes
613,52,Jan,27,40,9,109.2,76,7.9,No
614,52,Feb,26,32,17,418.1,45,5.6,Yes
615,52,Mar,29,36,13,394.5,73,11.8,Yes
616,52,Apr,24,34,20,72.9,45,28.0,Yes
617,52,May,16,42,14,437.8,33,20.7,No
618,52,Jun,32,40,17,92.8,31,24.5,No
619,52,Jul,25,34,5,153.7,39,24.7,No
620,52,Aug,25,28,6,478.9,75,9.8,Yes
621,52,Sep,17,39,9,151.3,65,14.6,No
622,52,Oct,22,36,14,292.2,38,19.3,Yes
623,52,Nov,15,44,21,199.6,73,6.4,Yes
624,52,Dec,27,35,12,153.6,63,29.7,Yes
625,53,Jan,31,35,6,396.5,34,20.3,No
626,53,Feb,16,40,9,137.2,75,8.8,No
627,53,Mar,17,42,6,62.7,58,19.3,No
628,53,Apr,21,38,9,31.0,47,7.6,Yes
629,53,May,23,37,20,403.0,71,11.2,Yes
630,53,Jun,29,43,19,421.1,69,11.1,No
631,53,Jul,31,32,16,150.7,33,24.3,Yes
632,53,Aug,30,29,17,285.3,56,15.1,Yes
633,53,Sep,21,27,17,276.1,60,10.0,No
634,53,Oct,21,29,18,472.1,36,22.0,Yes
635,53,Nov,16,41,24,429.5,47,29.2,Yes
636,53,Dec,23,32,7,192.8,41,23.5,Yes
637,54,Jan,25,29,13,181.7,52,9.7,Yes
638,54,Feb,25,33,11,195.2,52,10.6,No
639,54,Mar,33,25,20,283.4,53,18.9,No
640,54,Apr,19,37,20,337.9,43,8.2,No
641,54,May,22,37,11,452.9,69,14.1,No
642,54,Jun,18,36,20,397.1,78,14.8,No
643,54,Jul,23,29,21,226.0,31,21.7,No
644,54,Aug,18,37,24,217.3,40,28.3,Yes
645,54,Sep,16,40,7,112.1,46,21.2,No
646,54,Oct,19,26,5,393.3,74,12.9,No
647,54,Nov,29,40,15,357.3,79,13.9,Yes
648,54,Dec,33,29,21,104.8,68,19.7,Yes
649,55,Jan,17,32,17,61.6,58,12.2,No
650,55,Feb,30,42,21,207.3,48,24.1,No
651,55,Mar,31,31,5,99.7,58,5.6,Yes
652,55,Apr,26,25,8,36.8,44,15.5,Yes
653,55,May,21,36,7,101.8,61,22.1,Yes
654,55,Jun,26,25,23,94.1,41,18.4,No
655,55,Jul,20,36,8,95.0,69,5.7,No
656,55,Aug,15,28,10,16.3,75,11.4,Yes
657,55,Sep,21,42,6,390.9,62,24.5,No
658,55,Oct,27,36,19,288.1,36,18.4,Yes
659,55,Nov,28,34,20,267.8,58,17.6,Yes
660,55,Dec,16,37,7,471.8,65,26.0,No
661,56,Jan,18,43,19,476.1,77,13.6,No
662,56,Feb,15,41,9,220.6,68,12.5,Yes
663,56,Mar,18,30,19,444.5,48,25.3,Yes
664,56,Apr,32,36,19,469.4,69,14.6,Yes
665,56,May,17,29,5,205.7,50,11.3,Yes
666,56,Jun,31,32,6,319.0,73,10.1,Yes
667,56,Jul,29,35,8,380.4,41,9.3,No
668,56,Aug,21,32,5,291.7,32,19.5,No
669,56,Sep,28,25,10,498.6,67,9.4,No
670,56,Oct,16,37,20,281.3,65,16.0,Yes
671,56,Nov,17,43,5,101.6,62,20.1,Yes
672,56,Dec,20,39,8,16.1,53,17.8,Yes
673,57,Jan,15,33,18,136.2,58,9.5,Yes
674,57,Feb,32,30,24,440.6,76,11.8,Yes
675,57,Mar,24,35,9,322.7,40,6.0,Yes
676,57,Apr,21,25,10,191.9,53,6.4,Yes
677,57,May,33,26,15,346.8,71,21.0,Yes
678,57,Jun,21,26,5,331.3,72,17.4,Yes
679,57,Jul,33,43,18,371.4,37,23.6,No
680,57,Aug,17,31,6,219.2,30,7.7,No
681,57,Sep,19,42,17,347.9,38,8.5,Yes
682,57,Oct,18,36,20,175.8,39,18.1,No
683,57,Nov,32,40,13,196.5,54,16.7,No
684,57,Dec,30,44,22,277.3,65,8.4,Yes
685,58,Jan,22,42,7,38.2,55,15.0,Yes
686,58,Feb,29,36,9,334.7,51,16.6,No
687,58,Mar,17,37,7,263.1,57,16.9,Yes
688,58,Apr,25,30,6,242.5,73,5.2,No
689,58,May,19,34,14,28.6,50,19.2,No
690,58,Jun,18,38,21,321.1,71,16.7,Yes
691,58,Jul,22,25,12,448.8,63,5.7,Yes
692,58,Aug,27,39,15,134.7,40,24.7,No
693,58,Sep,29,41,18,209.1,56,22.2,No
694,58,Oct,26,30,22,186.8,66,22.6,Yes
695,58,Nov,31,43,16,245.0,43,11.2,Yes
696,58,Dec,27,32,17,165.1,74,12.5,No
697,59,Jan,27,43,8,434.6,54,24.7,No
698,59,Feb,18,28,11,152.6,36,28.2,No
699,59,Mar,30,29,19,281.3,61,7.9,No
700,59,Apr,33,31,16,138.6,46,21.8,Yes
701,59,May,32,31,5,275.9,50,6.8,No
702,59,Jun,29,27,17,101.1,37,20.9,Yes
703,59,Jul,21,35,8,200.6,38,29.9,No
704,59,Aug,26,35,24,428.9,55,18.2,Yes
705,59,Sep,24,28,14,203.3,73,28.5,Yes
706,59,Oct,21,36,24,73.8,51,5.3,Yes
707,59,Nov,17,35,24,231.9,49,29.4,Yes
708,59,Dec,27,33,10,219.3,34,27.3,Yes
709,60,Jan,20,25,19,356.3,68,9.7,Yes
710,60,Feb,30,41,15,135.8,45,13.2,Yes
711,60,Mar,27,25,18,461.8,56,14.1,Yes
712,60,Apr,17,28,19,249.5,49,19.3,Yes
713,60,May,26,38,15,116.9,48,15.2,No
714,60,Jun,29,35,6,187.6,35,20.6,No
715,60,Jul,18,33,14,147.6,63,26.2,Yes
716,60,Aug,25,25,18,371.0,30,15.0,Yes
717,60,Sep,23,25,8,447.1,39,13.1,Yes
718,60,Oct,34,38,9,312.7,76,25.8,No
719,60,Nov,18,33,5,438.4,49,6.9,Yes
720,60,Dec,16,40,22,33.8,58,18.6,No
721,61,Jan,25,34,21,144.5,33,5.5,No
722,61,Feb,25,31,21,373.1,78,10.3,Yes
723,61,Mar,31,30,11,273.2,41,29.4,Yes
724,61,Apr,16,41,5,456.4,35,18.1,Yes
725,61,May,17,40,19,177.7,69,13.4,No
726,61,Jun,18,34,18,494.3,76,14.9,Yes
727,61,Jul,33,43,6,225.3,71,17.2,Yes
728,61,Aug,26,30,10,298.8,52,15.0,No
729,61,Sep,18,25,12,412.9,46,26.5,Yes
730,61,Oct,28,43,13,73.8,64,20.6,Yes
731,61,Nov,29,39,20,328.1,39,15.6,Yes
732,61,Dec,18,28,15,444.4,57,28.1,Yes
733,62,Jan,23,35,10,327.8,56,22.9,No
734,62,Feb,30,29,5,261.1,58,12.3,Yes
735,62,Mar,29,44,17,116.5,39,25.1,Yes
736,62,Apr,17,25,6,422.4,39,21.3,No
737,62,May,21,39,15,158.9,56,13.9,No
738,62,Jun,24,39,12,51.7,32,8.8,Yes
739,62,Jul,24,42,20,161.1,48,20.7,Yes
740,62,Aug,21,44,16,282.6,41,6.9,Yes
741,62,Sep,32,40,18,307.5,32,27.0,No
742,62,Oct,23,32,21,182.7,57,28.9,Yes
743,62,Nov,28,44,18,78.8,73,22.3,Yes
744,62,Dec,23,26,7,219.1,31,10.0,Yes
745,63,Jan,22,41,5,97.1,76,10.8,No
746,63,Feb,24,28,24,84.8,30,14.4,Yes
747,63,Mar,29,37,20,485.5,60,20.7,Yes
748,63,Apr,19,44,14,38.1,73,6.7,Yes
749,63,May,16,43,24,171.6,57,28.8,No
750,63,Jun,32,32,22,307.0,31,5.2,No
751,63,Jul,32,32,23,270.2,42,9.8,Yes
752,63,Aug,26,37,12,96.9,74,6.5,Yes
753,63,Sep,31,39,23,294.7,59,21.6,Yes
754,63,Oct,32,36,21,279.2,40,9.7,No
755,63,Nov,29,33,16,232.6,67,18.2,No
756,63,Dec,29,28,22,495.7,70,29.7,No
757,64,Jan,32,38,7,395.0,57,14.8,No
758,64,Feb,20,39,11,327.9,38,16.4,No
759,64,Mar,30,28,9,327.0,35,29.8,No
760,64,Apr,22,38,18,244.5,52,23.7,Yes
761,64,May,23,26,20,404.4,35,14.9,Yes
762,64,Jun,29,25,14,174.4,41,16.8,No
763,64,Jul,21,36,17,263.6,35,17.4,No
764,64,Aug,28,34,8,92.0,52,8.9,Yes
765,64,Sep,29,32,9,221.9,42,9.2,Yes
766,64,Oct,22,43,13,24.8,56,11.3,Yes
767,64,Nov,15,29,14,275.5,52,12.2,No
768,64,Dec,18,41,14,15.9,31,20.3,Yes
769,65,Jan,27,33,6,212.7,72,8.2,Yes
770,65,Feb,30,26,23,483.3,71,7.1,No
771,65,Mar,32,32,22,342.9,54,16.9,Yes
772,65,Apr,32,30,13,498.7,47,12.7,Yes
773,65,May,19,31,14,214.2,57,26.1,Yes
774,65,Jun,17,29,20,162.0,40,13.4,Yes
775,65,Jul,20,37,8,232.4,66,17.2,No
776,65,Aug,18,36,10,82.8,30,23.8,Yes
777,65,Sep,30,28,13,102.3,78,28.5,Yes
778,65,Oct,32,30,23,135.9,54,5.7,No
779,65,Nov,22,31,19,99.6,75,11.3,No
780,65,Dec,18,36,5,188.2,74,12.3,Yes
781,66,Jan,32,40,24,408.8,59,8.6,Yes
782,66,Feb,21,34,23,195.9,38,9.9,Yes
783,66,Mar,23,29,11,152.6,54,11.9,Yes
784,66,Apr,30,40,23,295.2,40,24.0,Yes
785,66,May,30,37,7,59.0,70,20.4,Yes
786,66,Jun,31,27,6,265.2,35,12.3,Yes
787,66,Jul,30,42,13,250.6,63,6.8,Yes
788,66,Aug,30,42,7,53.7,35,6.1,Yes
789,66,Sep,22,29,24,471.6,50,24.8,Yes
790,66,Oct,22,44,21,378.9,45,28.3,Yes
791,66,Nov,33,38,15,25.5,76,23.9,Yes
792,66,Dec,28,32,8,379.5,63,14.0,No
793,67,Jan,24,42,19,285.5,74,23.8,No
794,67,Feb,27,38,14,270.0,76,21.7,Yes
795,67,Mar,23,44,7,47.8,53,7.2,Yes
796,67,Apr,25,32,7,481.4,70,25.9,Yes
797,67,May,18,35,23,444.1,46,12.3,Yes
798,67,Jun,30,44,10,90.5,40,21.4,Yes
799,67,Jul,34,39,5,359.0,59,29.5,Yes
800,67,Aug,18,40,11,16.6,77,17.8,No
801,67,Sep,16,34,11,196.0,44,23.0,No
802,67,Oct,30,27,21,439.6,31,16.5,No
803,67,Nov,17,32,6,440.2,78,8.1,Yes
804,67,Dec,24,33,10,225.8,63,5.7,Yes
805,68,Jan,26,40,16,366.2,74,20.2,Yes
806,68,Feb,31,25,22,191.0,62,6.6,No
807,68,Mar,28,26,10,430.8,52,7.1,No
808,68,Apr,18,29,11,90.9,65,23.3,No
809,68,May,15,32,11,401.3,76,20.8,No
810,68,Jun,27,39,23,288.2,42,13.1,No
811,68,Jul,23,27,15,386.8,78,18.3,Yes
812,68,Aug,15,26,6,79.0,60,10.8,No
813,68,Sep,19,33,17,12.0,48,28.4,No
814,68,Oct,26,38,12,128.3,49,9.6,Yes
815,68,Nov,32,31,9,437.2,35,27.7,Yes
816,68,Dec,28,36,16,453.8,45,22.1,No
817,69,Jan,27,44,21,398.7,68,12.9,No
818,69,Feb,28,41,17,343.8,56,8.3,No
819,69,Mar,19,31,23,250.1,43,17.2,Yes
820,69,Apr,16,42,13,69.0,71,10.8,No
821,69,May,32,44,21,312.9,36,10.1,No
822,69,Jun,18,44,24,169.9,60,25.9,Yes
823,69,Jul,27,31,8,389.3,53,5.9,No
824,69,Aug,20,37,9,143.9,54,26.5,No
825,69,Sep,27,36,8,444.2,32,8.4,No
826,69,Oct,32,33,24,283.0,63,26.9,Yes
827,69,Nov,30,37,7,71.1,61,10.3,No
828,69,Dec,20,30,17,386.0,68,9.3,No
829,70,Jan,15,27,22,42.1,69,17.1,Yes
830,70,Feb,27,39,6,286.9,59,10.5,Yes
831,70,Mar,26,25,6,190.6,51,27.1,No
832,70,Apr,30,30,17,201.4,71,26.4,Yes
833,70,May,34,30,21,328.7,66,11.0,Yes
834,70,Jun,27,31,10,260.9,45,20.2,No
835,70,Jul,32,34,14,3.8,32,19.2,Yes
836,70,Aug,21,27,8,2.2,33,16.8,No
837,70,Sep,16,39,15,261.0,59,6.1,No
838,70,Oct,28,25,13,396.0,74,5.9,Yes
839,70,Nov,16,32,10,404.5,47,21.5,Yes
840,70,Dec,25,27,20,437.8,63,10.3,Yes
841,71,Jan,18,40,21,411.2,65,25.2,Yes
842,71,Feb,21,26,23,447.7,33,26.6,No
843,71,Mar,22,39,23,75.9,49,23.2,Yes
844,71,Apr,20,40,22,378.8,30,23.1,No
845,71,May,24,42,16,410.2,61,8.2,No
846,71,Jun,24,42,13,344.3,64,28.4,No
847,71,Jul,26,43,19,285.9,79,20.5,Yes
848,71,Aug,19,30,15,451.7,65,18.9,No
849,71,Sep,28,29,5,494.0,66,8.6,Yes
850,71,Oct,20,42,14,408.9,40,13.2,Yes
851,71,Nov,27,44,7,426.4,73,19.2,No
852,71,Dec,31,25,12,424.4,39,6.2,No
853,72,Jan,18,34,7,169.0,65,25.6,Yes
854,72,Feb,34,37,21,148.5,77,29.1,Yes
855,72,Mar,20,27,24,253.4,33,18.8,Yes
856,72,Apr,15,37,6,79.5,52,28.3,Yes
857,72,May,28,35,14,153.1,39,28.6,No
858,72,Jun,27,26,21,173.7,32,29.1,Yes
859,72,Jul,20,33,15,443.7,70,8.9,No
860,72,Aug,19,42,16,292.3,72,14.8,No
861,72,Sep,27,34,18,323.7,61,9.0,No
862,72,Oct,25,33,15,238.1,56,15.5,Yes
863,72,Nov,22,25,10,471.2,38,19.5,Yes
864,72,Dec,30,28,21,78.7,51,16.5,No
865,73,Jan,20,36,13,343.0,32,8.1,No
866,73,Feb,23,34,15,17.1,43,28.3,Yes
867,73,Mar,18,26,23,387.4,30,6.4,Yes
868,73,Apr,25,31,6,113.1,76,6.9,Yes
869,73,May,33,27,24,199.6,70,29.2,No
870,73,Jun,22,35,12,163.0,52,8.3,Yes
871,73,Jul,23,29,10,287.4,54,17.9,No
872,73,Aug,31,38,6,121.2,55,7.1,Yes
873,73,Sep,16,31,8,359.7,68,25.7,No
874,73,Oct,18,29,23,250.5,44,6.5,Yes
875,73,Nov,19,32,24,84.9,74,6.1,No
876,73,Dec,24,41,9,180.7,33,29.9,Yes
877,74,Jan,22,32,15,374.4,38,20.8,Yes
878,74,Feb,31,40,11,206.8,64,28.9,Yes
879,74,Mar,22,29,10,173.2,61,28.2,Yes
880,74,Apr,20,30,6,41.4,34,18.3,No
881,74,May,27,32,19,395.8,50,22.4,Yes
882,74,Jun,22,29,21,489.6,40,5.9,No
883,74,Jul,16,39,9,385.2,41,11.5,No
884,74,Aug,24,25,15,331.5,38,21.4,Yes
885,74,Sep,32,44,11,169.8,73,27.1,No
886,74,Oct,30,31,9,398.3,68,27.9,No
887,74,Nov,31,40,23,247.8,65,24.9,No
888,74,Dec,18,33,12,453.0,52,24.6,Yes
889,75,Jan,28,33,6,147.2,55,23.7,Yes
890,75,Feb,23,28,20,444.7,45,18.6,No
891,75,Mar,25,25,19,375.9,33,12.9,Yes
892,75,Apr,21,42,17,8.0,39,8.1,No
893,75,May,17,41,16,257.6,73,27.9,Yes
894,75,Jun,24,42,10,180.6,78,5.8,No
895,75,Jul,32,38,15,195.1,62,26.8,No
896,75,Aug,17,44,5,294.0,37,14.5,Yes
897,75,Sep,19,25,15,240.8,34,10.9,Yes
898,75,Oct,26,38,9,258.1,71,23.4,Yes
899,75,Nov,25,28,15,172.6,56,19.7,No
900,75,Dec,20,25,24,140.8,65,15.3,No
901,76,Jan,28,44,24,226.9,40,26.7,Yes
902,76,Feb,27,42,21,450.1,61,11.2,No
903,76,Mar,32,35,17,282.0,66,21.3,Yes
904,76,Apr,18,33,19,335.0,35,17.5,Yes
905,76,May,18,33,18,134.7,56,18.4,Yes
906,76,Jun,23,29,19,418.2,74,11.5,No
907,76,Jul,24,34,11,462.7,66,14.9,No
908,76,Aug,24,37,19,413.3,35,9.1,No
909,76,Sep,25,30,5,79.0,44,17.6,Yes
910,76,Oct,25,34,21,337.4,53,11.8,No
911,76,Nov,33,29,7,294.1,57,22.4,No
912,76,Dec,25,32,9,290.6,44,23.2,No
913,77,Jan,21,32,11,142.5,53,9.2,No
914,77,Feb,17,41,23,212.2,35,14.3,Yes
915,77,Mar,25,44,24,191.1,77,23.4,No
916,77,Apr,26,44,12,82.8,38,12.8,Yes
917,77,May,24,27,12,148.1,68,14.2,Yes
918,77,Jun,20,44,18,31.4,33,14.2,Yes
919,77,Jul,32,25,16,34.8,73,27.0,Yes
920,77,Aug,32,39,7,311.4,44,17.0,Yes
921,77,Sep,15,37,17,417.9,36,15.2,Yes
922,77,Oct,26,40,10,470.8,77,29.0,Yes
923,77,Nov,19,33,7,80.5,46,19.4,No
924,77,Dec,21,42,23,196.8,73,5.7,Yes
925,78,Jan,34,34,9,162.2,59,9.0,No
926,78,Feb,24,29,11,473.4,71,21.0,Yes
927,78,Mar,16,27,17,381.6,61,5.0,Yes
928,78,Apr,15,38,22,262.0,69,6.0,No
929,78,May,30,30,5,447.9,35,10.5,No
930,78,Jun,25,38,9,425.3,75,17.6,Yes
931,78,Jul,21,34,10,302.6,63,26.2,No
932,78,Aug,23,30,21,319.9,65,21.3,Yes
933,78,Sep,30,27,8,191.2,74,20.7,Yes
934,78,Oct,15,30,7,207.5,71,18.8,Yes
935,78,Nov,27,35,14,261.6,67,16.7,Yes
936,78,Dec,26,28,7,286.3,45,9.5,No
937,79,Jan,25,44,17,128.0,32,27.6,Yes
938,79,Feb,23,41,10,283.3,48,16.3,No
939,79,Mar,29,34,7,476.9,65,24.7,No
940,79,Apr,18,39,14,310.1,73,10.4,No
941,79,May,30,41,19,197.8,56,20.1,Yes
942,79,Jun,21,34,8,226.2,65,5.6,Yes
943,79,Jul,32,43,18,374.4,53,8.9,Yes
944,79,Aug,16,34,19,174.3,72,12.8,Yes
945,79,Sep,29,36,20,211.6,67,28.9,Yes
946,79,Oct,22,31,5,275.8,36,27.1,No
947,79,Nov,25,35,24,364.7,75,17.3,Yes
948,79,Dec,30,36,14,117.4,64,24.6,Yes
949,80,Jan,16,25,18,103.1,65,8.7,Yes
950,80,Feb,33,25,14,460.4,41,19.6,Yes
951,80,Mar,28,39,20,400.7,63,27.9,Yes
952,80,Apr,32,43,11,132.9,62,22.3,Yes
953,80,May,18,42,9,401.5,54,25.0,Yes
954,80,Jun,23,44,16,127.7,56,16.5,No
955,80,Jul,34,37,17,100.3,44,18.4,Yes
956,80,Aug,25,37,15,46.5,54,18.1,Yes
957,80,Sep,26,37,13,438.5,74,25.2,Yes
958,80,Oct,25,34,19,76.9,69,15.7,Yes
959,80,Nov,27,43,13,239.0,67,28.1,No
960,80,Dec,31,31,13,107.7,57,24.7,Yes
961,81,Jan,32,43,6,102.5,72,21.2,Yes
962,81,Feb,16,31,19,65.1,48,27.7,Yes
963,81,Mar,18,35,7,217.7,36,9.5,No
964,81,Apr,28,38,10,181.4,38,18.7,Yes
965,81,May,26,28,24,37.6,53,22.6,No
966,81,Jun,21,34,11,38.4,47,27.6,Yes
967,81,Jul,25,25,21,325.7,75,27.1,Yes
968,81,Aug,30,25,7,361.6,79,28.6,Yes
969,81,Sep,20,29,16,292.5,78,15.2,Yes
970,81,Oct,26,27,18,205.0,45,18.2,No
971,81,Nov,16,32,16,39.6,37,8.0,Yes
972,81,Dec,29,28,19,14.5,72,26.0,Yes
973,82,Jan,23,27,9,101.1,38,26.4,Yes
974,82,Feb,26,40,9,35.4,44,20.8,Yes
975,82,Mar,30,32,12,163.9,59,28.7,No
976,82,Apr,30,41,6,210.7,68,22.2,No
977,82,May,24,30,11,193.3,66,11.7,Yes
978,82,Jun,31,31,23,35.1,68,27.5,No
979,82,Jul,25,26,7,468.1,57,7.3,Yes
980,82,Aug,30,25,19,469.2,68,25.3,Yes
981,82,Sep,25,41,7,136.6,31,21.4,Yes
982,82,Oct,21,34,9,398.3,61,5.2,Yes
983,82,Nov,34,44,15,292.2,63,14.1,Yes
984,82,Dec,27,32,15,224.5,47,29.5,No
985,83,Jan,27,27,11,285.5,65,21.6,Yes
986,83,Feb,25,38,22,443.6,34,28.9,Yes
987,83,Mar,30,35,14,444.8,63,23.2,Yes
988,83,Apr,26,32,7,118.0,53,24.9,Yes
989,83,May,31,33,8,371.5,63,14.4,No
990,83,Jun,25,26,6,257.6,36,29.3,Yes
991,83,Jul,26,34,5,60.1,77,25.5,Yes
992,83,Aug,29,31,8,321.8,69,18.1,No
993,83,Sep,16,36,7,101.0,43,7.0,Yes
994,83,Oct,18,39,11,224.3,39,25.7,Yes
995,83,Nov,26,43,23,147.4,35,22.4,Yes
996,83,Dec,23,37,18,49.7,43,26.5,No
997,84,Jan,16,40,18,405.5,47,12.4,No
998,84,Feb,16,39,21,123.0,62,16.8,Yes
999,84,Mar,31,36,20,268.0,52,13.4,No
1000,84,Apr,25,42,10,444.5,68,5.9,Yes
1001,84,May,24,26,13,150.2,40,28.2,Yes
1002,84,Jun,15,31,8,256.0,39,21.8,No
1003,84,Jul,18,28,21,378.6,61,5.5,Yes
1004,84,Aug,22,42,8,305.4,76,13.1,Yes
1005,84,Sep,26,35,17,241.8,51,11.0,Yes
1006,84,Oct,20,35,13,254.9,36,9.6,Yes
1007,84,Nov,18,43,17,285.4,75,18.2,No
1008,84,Dec,23,32,18,277.2,61,15.9,Yes
1009,85,Jan,27,34,12,278.8,73,21.8,Yes
1010,85,Feb,30,34,16,273.0,75,11.4,No
1011,85,Mar,34,31,5,411.3,64,19.3,No
1012,85,Apr,19,36,7,369.6,30,16.4,Yes
1013,85,May,24,37,20,284.3,58,21.7,No
1014,85,Jun,31,29,17,22.3,66,22.1,Yes
1015,85,Jul,31,42,22,400.6,69,23.7,No
1016,85,Aug,24,26,21,19.3,74,20.8,No
1017,85,Sep,34,31,7,19.4,49,23.3,Yes
1018,85,Oct,34,34,23,247.0,47,27.6,Yes
1019,85,Nov,34,34,7,60.0,69,18.2,No
1020,85,Dec,15,44,10,286.9,36,13.1,Yes
1021,86,Jan,30,29,11,121.7,76,28.5,Yes
1022,86,Feb,23,29,10,479.3,69,16.0,Yes
1023,86,Mar,30,27,21,15.0,67,28.8,Yes
1024,86,Apr,34,39,23,305.6,68,14.2,No
1025,86,May,29,36,19,90.3,46,18.7,Yes
1026,86,Jun,33,42,14,86.2,67,29.3,Yes
